Key,English,Italiano
activity_throwing_option_3,Children are divided into two teams. The playing area is divided into two areas. Each team built three castles with cones and placed them at the end of the playing fields. Each team has five soft balls. The children must throw the balls trying to bring down the castles of the other team.,I bambini sono divisi in due squadre. L'area di gioco è divisa in due. Ogni squadra costruisce tre castelli con i coni e li posiziona all'estremità dei campi da gioco. Ogni squadra ha cinque palle morbide. I bambini devono lanciare le palle cercando di far cadere i castelli della squadra avversaria.
activity_striking,Striking with the hand,Colpire
activity_striking_option_1,"Children in groups of three/four, according to the number of students in the classroom. One balloon per group. Each group must move the balloon to the end of the playing area without holding onto it or letting it touch the ground. Each child must pass the balloon to a teammate before touching it again.","Bambini in gruppi di tre/quattro, a seconda del numero di studenti presenti in classe. Ogni gruppo ha un palloncino che deve trasportare fino alla fine dell'area di gioco senza farlo cadere a terra o tenerlo in mano. Ogni bambino deve passare il palloncino a un compagno prima di poterlo toccare di nuovo."
activity_striking_option_2,"Children are divided into pairs. Each group has a sponge ball and a towel. The pair hold the towel between them. The children must coordinate their movement to lift the towel, throw the ball into the air and catch it again on its return.","I bambini sono divisi in coppie. Ogni gruppo ha una palla di spugna e un telo. I bambini devono coordinare i loro movimenti per sollevare il telo, lanciare la palla in aria e riprenderla."
activity_striking_option_3,Children are divided into groups of four. Each group forms a circle and puts one hoop in the centre. Each child must pass a bouncy ball to the teammate by first bouncing it in the circle.,I bambini sono divisi in gruppi di quattro e disposti in cerchio. Al centro del cerchio è posto un hula hoop. Ogni bambino deve passare una palla ad un compagno di squadra facendola prima rimbalzare nel cerchio.
c9a1_instructions,"Welcome to Challenge 9! This challenge is based on the enabling environments (Almond and Lambden, 2016). Drag the factors influencing engagement in physical activity (in the center of the screen) to the right variable (blue circles).",Siamo pronti per la sfida 9! Questa sfida si basa sugli ambienti stimolanti proposti da Almond e Lambden (2016). Trascinate i fattori che influenzano l'impegno nell'attività fisica (casella centrale) verso la rispettiva variabile (casella esterna).
c9a1_finish_message,"Well done! For further information, read the scientific article in the news section.","Ben fatto! Per ulteriori informazioni, leggi l'articolo scientifico nella sezione notizie."
c9a1_object_play,Object Play,Giochi con oggetti
c9a1_exercise_play,Exercise Play,Esercizio fisico giocando
c9a1_expressive_movement,Expressive Movement,Movimento espressivo
c9a1_outdoor_play,Outdoor Play,Gioco all'aperto
c9a1_throwing,Throwing,Lanciare
c9a1_catching,Catching,Afferrare
c9a1_striking,Striking,Colpire
c9a1_rough_and_tumble,Rough and Tumble,Giochi di lotta
c9a1_climbing,Climbing,Arrampicarsi
c9a1_running,Running,Correre
c9a1_chasing_games,Chasing games,Rincorrersi
c9a1_bikes_and_scooters,Bikes and scooters,Biciclette e scooter
c9a1_pushing_and_pulling,Pushing and pulling,Spingere e tirare
c9a1_dance,Dance,Danza
c9a1_gymnastics,Gymnastics,Ginnastica
c9a1_action_rhymes,Action rhymes,Filastrocche in movimento
c9a1_songs_and_stories,Songs and stories,Canzoni e storie
c9a1_natural_surroundings,Natural surroundings,Ambiente naturale
c9a1_rocks_and_tress,Rocks and Trees,Rocce e alberi
c9a1_challenges,Challenges,Sfide
c9a2_intro_message,"You are challenged to design a comprehensive physical education curriculum, incorporating both curricular and extra-curricular activities that promote physical literacy. The challenge is to balance various elements such as inclusivity, engagement, and educational outcomes. Move each curriculum feature (shown at the bottom) to the correct or wrong box. Correct features must be moved to the 'Correct' box, and wrong features must be moved to the 'Wrong' box. Ready?","In questa attività progetterai un curricolo di educazione fisica che includa attività curricolari ed extracurricolari, al fine di promuovere la physical literacy. La sfida consiste nel bilanciare vari elementi come l'inclusività, il coinvolgimento e i risultati educativi. Sposta ogni caratteristica (mostrata in basso) nella casella ""Corretto"" se pensi che possa essere una caratteristica del curricolo, in caso contrario spostala nella casella ""Sbagliato"". Iniziamo!"
c9a2_prompt,Drag each feature to the right box.,Trascina ogni caratteristica nella casella corrispondente
c9a2_finish_message,Well done! You have completed the ninth challenge. Press 'Finish' to get your badge!,"Ben fatto! Avete completato la nona sfida. Premi ""Fine"" per ottenere il tuo badge!"
c9a2_correct,Correct,Corretto
c9a2_wrong,Wrong,Sbagliato
c9a2_activities_balanced,Activities balanced to studentsâ€™ motor skills.,Attività equilibrate per le capacità motorie degli studenti
c9a2_pe_curriculum_guidelines,Coherence with country PE curriculum guidelines.,Coerenza con le indicazioni nazionali per il curricolo di educazione fisica
c9a2_music_motor_skills,Games/activities to learn and develop studentsâ€™ motor skills using music.,Giochi/attività per imparare e sviluppare le capacità motorie degli studenti utilizzando la musica
c9a2_fitness_health_wellbeing,"Activities focused on fitness, health, and well-being.","Attività incentrate su fitness, salute e benessere"
c9a2_evaluate_motor_skills,Exercises to evaluate studentsâ€™ motor skills by administering specific tests.,Valutazione delle capacità motorie degli studenti attraverso la somministrazione di test specifici
c9a2_outdoor_play,Outdoor walking with breaks for playing games.,Passeggiate all'aperto con momenti di gioco
c9a2_sports_oriented_motor_skills,Activities to improve studentsâ€™ motor skills oriented to sports practice.,Attività orientate alla pratica sportiva per migliorare le capacità motorie degli studenti
c9a2_promote_self_knowledge,Activities to promote self-knowledge.,Attività per promuovere la conoscenza di sé
c9a2_team_spirit_socialization,Group activities to enhance team spirit and socialization.,Attività di gruppo per migliorare lo spirito di squadra e la socializzazione
c9a2_respect_game_rules,Activities to promote respect for the game rules and fair play.,Attività per promuovere il fair play e il rispetto delle regole
c9a2_inclusive_games,Games or game rules that require the participation of all students.,Giochi o regole di gioco che richiedono la partecipazione di tutti gli studenti
c9a2_enjoyment_oriented,Enjoyment-oriented activities.,Attività orientate al divertimento
c9a2_varied_teaching_strategies,Use a wide range of teaching strategies.,Utilizzare un'ampia gamma di strategie didattiche
c9a2_ego_oriented,Ego-oriented activities.,Attività ego-orientate
c9a2_one_size_fits_all,One-size-fits-all approach.,Approccio unico per tutti
c9a2_summary_objectives,Summary definition of objectives.,Definizione sintetica degli obiettivi
c9a2_win_at_all_costs,Activities geared towards the 'Win-at-all-costs' mentality.,"Attività orientate alla mentalità del ""vincere a tutti i costi"""
c9a2_long_queues,Games with long queues of children.,Giochi con lunghe attese per i bambini
c9a2_gender_separated_activities,Separate activities for males and females.,Attività separate per maschi e femmine
c10a1_instructions,"Welcome to challenge 10. Mosston's spectrum of teaching styles is a framework that categorizes teaching styles based on the degree of decision-making authority given to the teacher and the learner. The spectrum consists of 11 teaching styles, ranging from more teacher-centred to more student-centred approaches. Read the clues and identify the related teaching style to solve the puzzle. Ready?","Siamo pronti per la sfida 10. Lo spettro degli stili di insegnamento di Mosston classifica gli stili di insegnamento in base al grado di autorità decisionale attribuito all'insegnante e all'allievo. Lo spettro è composto da 11 stili di insegnamento, che vanno da approcci più incentrati sull'insegnante ad approcci più incentrati sullo studente. Leggi gli indizi e identifica il relativo stile di insegnamento per risolvere il puzzle. Iniziamo!"
c10a1_finish,Well done! You can now access the next challenge.,Ben fatto! Ora puoi accedere alla prossima sfida
enter_letter,Enter a letter,Inserire una lettera
hint,Hint,Suggerimento
hint_instruction,Click on the box to add the missing letter and complete the word,Clicca sulle caselle per inserire le lettere mancanti e completare la parola
term1,COMMAND,COMANDO
term2,PRACTICE,PRATICA
term3,RECIPROCAL,RECIPROCITÀ
term4,SELFCHECK,AUTOVALUTAZIONE
term5,INCLUSION,INCLUSIONE
term6,GUIDED,GUIDATO
term7,CONVERGENT,CONVERGENTE
term8,DIVERGENT,DIVERGENTE
term9,DESIGNED,PROGETTATO
term10,INITIATED,AUTONOMO
term11,SELFTEACHING,AUTOAPPRENDIMENTO
term1_hint,The teacher's directive control of students' learning activities.,l'insegnante mantiene un controllo diretto sulle attività di apprendimento.
term2_hint,Delegation of some decisions from the teacher to the student.,L'insegnante delega alcune decisioni agli alunni.
term3_hint,"Groups of students with assigned roles: practice, observe, evaluate, correct, and help.","Gruppi di studenti con ruoli assegnati: esercitarsi, osservare, valutare, correggere e aiutare."
term4_hint,Self-assessment of exercise execution and results.,Autovalutazione dell'esecuzione dell'esercizio e dei risultati.
term5_hint,Working together in groups to achieve common goals.,Lavorare in gruppo per raggiungere obiettivi comuni.
term6_hint,The teacher leads students to independently discover solutions through questions.,L'insegnante guida gli studenti a scoprire autonomamente le soluzioni ponendo delle domande.
term7_hint,Students analyze and develop strategies to solve teacher-presented problems.,Gli studenti analizzano e sviluppano strategie per risolvere il compito assegnato dall’insegnante.
term8_hint,Encourages creativity with self-created exercises.,Incoraggiare la creatività con esercizi creati in autonomia.
term9_hint,"A personalized program based on individual abilities, with teacher as consultant.","Un programma personalizzato basato sulle capacità individuali, con l'insegnante che svolge il ruolo di consigliere."
term10_hint,"Student-led, from design to execution, with teacher as consultant.","Guidato dagli studenti, dalla progettazione all'esecuzione, con l'insegnante che svolge il ruolo di consigliere."
term11_hint,"Students plan, execute, and evaluate their learning.","Gli studenti pianificano, eseguono e valutano il loro apprendimento."
c10a2_instructions,You will assume the role of a PE teacher and have to match the lesson provided with the correct teaching style used to develop it. Ready?,In questa attività assumerai il ruolo di un insegnante di educazione fisica e dovrai abbinare alla lezione fornita il corretto stile di insegnamento utilizzato per svilupparla. Iniziamo!
c10a2_finish_message,Well done! You have completed the tenth challenge. Press 'Finish' to get your badge!,"Ben fatto! Hai completato la decima sfida. Premi ""Fine"" per ottenere il tuo badge!"
command,Command,Comando
guided_discovery,Guided Discovery,Scoperta guidata
self_teaching,Self-Teaching,Autoapprendimento
command_lesson_1,"The lesson aims to improve basic motor skills. Students must overcome an obstacle course using their basic motor skills (rolling, jumping, running, crawling). The teacher demonstrates how to overcome each obstacle. The students start the course at the teacher's command, imitating the teacher's movement.","La lezione mira a migliorare gli schemi motori di base. Gli studenti devono superare un percorso a ostacoli utilizzando i loro schemi motori di base (rotolare, saltare, correre, strisciare). L'insegnante mostra come superare ogni ostacolo. Gli studenti iniziano il percorso al segnale dell'insegnante, imitandone i movimenti."
command_lesson_2,"The lesson aims to improve balance skills. The teacher demonstrates three yoga poses at a time (Balancing Table, Dancer, and Half Moon). Students must maintain a position for 15 seconds. The students change position at the teacher's command.","La lezione mira a migliorare l’equilibrio. L'insegnante mostra tre posizioni yoga alla volta (tavolo in equilibrio, re danzatore e mezza luna). Gli studenti devono mantenere una posizione per 15 secondi e cambiate posizione al comando dell'insegnante."
command_lesson_3,"The class aims to improve knowledge of one's own body. The teacher narrates a story about bears in the forest who perform different actions (eating, washing and rolling). The pupils are encouraged to impersonate the bears and perform these actions according to the teacher's instructions.","La lezione mira a migliorare la conoscenza del proprio corpo. L'insegnante racconta la storia di alcuni orsi nella foresta che compiono determinate azioni (mangiare, lavarsi, rotolare). Gli studenti devono immedesimarsi negli orsi e, su indicazione dell’insegnante, eseguire tali azioni."
command_lesson_4,"The lesson aims to improve volleyball serving. The teacher demonstrates the volleyball services (basic underhand service, basic overhand serve, and jump serve). The teacher plans two exercises for each service (individual and in-pair exercises), explaining that students have to start with the basic underhand service, then the basic overhand serve, and at the end jump serve.","La lezione mira a migliorare il servizio nella pallavolo. L'insegnante mostra i diversi tipi di servizio (servizio dal basso, servizio dall’alto e servizio in salto). L'insegnante pianifica due esercizi per ogni tipo di servizio, da svolgere individualmente o a coppie, spiegando che gli studenti devono iniziare con il servizio dal basso, poi con il servizio dall’alto e infine con il servizio in salto."
discovery_lesson_1,"The lesson aims to improve basic motor skills. Students have to overcome an obstacle course using their basic motor skills (rolling, jumping, running, crawling). The teacher engages students in talk to help them reflect on which basic motor skills they can use to overcome the obstacles. The teacher also supports students' performance by asking questions to stimulate them to think about different strategies they can use to overcome the same obstacle.","La lezione mira a migliorare gli schemi motori di base. Gli studenti devono affrontare un percorso a ostacoli, utilizzando alcuni schemi motori quali rotolare, saltare, correre e strisciare. L'insegnante stimola la riflessione degli studenti, coinvolgendoli in un dialogo per aiutarli a capire quali schemi motori applicare per superare gli ostacoli. Inoltre, supporta le loro performance ponendo domande che li incoraggiano a esplorare diverse strategie per superare lo stesso ostacolo."
discovery_lesson_2,The lesson aims to improve balance skills. The teacher engages students in talk to help them reflect on the effects of yoga practice on balance. The teacher also supports students' pose development by asking questions to stimulate them to think about the level of difficulty needed to maintain a pose. Correct thinking and strategies are rewarded and reinforced.,"La lezione mira a migliorare l’equilibrio. L'insegnante coinvolge gli studenti in un dialogo per aiutarli a riflettere sugli effetti della pratica dello yoga sull'equilibrio. Inoltre, supporta gli studenti nella scelta delle posizioni ponendo domande che li stimolino a riflettere sul livello di difficoltà necessario per mantenere una posa. Il ragionamento e le strategie efficaci vengono premiati e rinforzati positivamente."
discovery_lesson_3,"The lesson aims to improve knowledge of one's own body. Students develop a story about bears who walk around in the forest and perform certain actions (eating, washing, rolling around). Students must impersonate the bears. The teacher asks several questions to invite students to develop their personalised bears day (from waking up to going to bed). The teacher also encourages students to think about which activities could be introduced in the story to improve knowledge of one's own body. Correct thinking and strategies are rewarded and reinforced.","La lezione mira a migliorare la conoscenza del proprio corpo. Gli studenti devono sviluppare una storia impersonando degli orsi in una foresta che compiono determinate azioni come mangiare, lavarsi, rotolare. L'insegnante pone diverse domande per invitare gli studenti a sviluppare la loro giornata da orso personalizzata (dal risveglio all’addormentamento). L'insegnante incoraggia inoltre gli studenti a pensare a quali attività potrebbero essere introdotte nella storia per migliorare la conoscenza del proprio corpo. Il ragionamento e le strategie efficaci vengono premiati e rinforzati positivamente."
discovery_lesson_4,"The lesson aims to improve volleyball serving. The teacher engages students in talk to help them focus on how to use the sensations related to the service execution to perform better. The teacher also encourages the students to perceive which service is most comfortable for them, and the sensations felt performing it. Based on this, they have to adapt the other services to make them more comfortable. Correct thinking and strategies are rewarded and reinforced.","La lezione mira a migliorare il servizio di pallavolo. L'insegnante coinvolge gli studenti in un dialogo per aiutarli a concentrarsi sulle sensazioni legate all'esecuzione del servizio, in modo da ottenere prestazioni migliori. Inoltre, l'insegnante incoraggia gli studenti a riflettere su quale tipo di servizio risulti più comodo e sulle sensazioni provate durante l'esecuzione di esso. Basandosi su di esse, gli studenti sono invitati ad adattare gli altri tipi di servizio per renderli più confortevoli. Il ragionamento e le strategie efficaci vengono premiati e rinforzati positivamente."
self_teaching_lesson_1,"The lesson aims to improve basic motor skills. The teacher provides information on basic motor skills (rolling, jumping, running, crawling). Students have to develop games to improve their basic motor skills.","La lezione mira a migliorare gli schemi motori di base. L'insegnante fornisce informazioni sugli schemi motori di base come rotolare, saltare, correre e strisciare. Gli studenti sono poi chiamati a creare dei giochi che li aiutino a perfezionare questi schemi motori di base."
self_teaching_lesson_2,The lesson aims to improve balance skills. The teacher provides information on the effects of yoga practice on balance. Students should look for some yoga exercises to do in class with everyone.,La lezione mira a migliorare l’equilibrio. L'insegnante fornisce informazioni sugli effetti della pratica dello yoga sull'equilibrio. Gli studenti devono cercare alcuni esercizi di yoga da svolgere in classe con tutti.
self_teaching_lesson_3,"The lesson aims to improve knowledge of one's own body. Students have to develop a story about bears who live in the forest and perform daily actions (eating, washing, rolling around). Students must impersonate the bears. Students have to find funny strategies to get them to perform movements that focus on the use of a specific body part. The teacher provides guidance when needed.","La lezione mira a migliorare la conoscenza del proprio corpo. Gli studenti devono creare una storia impersonando degli orsi in una foresta che compiono determinate azioni come mangiare, lavarsi, rotolare. Gli studenti devono trovare delle strategie divertenti per eseguire movimenti che si concentrano sull'uso di una specifica parte del corpo. L'insegnante fornisce indicazioni quando necessario."
self_teaching_lesson_4,"The lesson aims to improve volleyball serving. The teacher provides information on the volleyball services (basic underhand service, basic overhand serve, and jump serve). Students are free to work individually or in groups. They have to develop some exercises to train the volleyball services.","La lezione mira a migliorare il servizio nella pallavolo. L'insegnante mostra i diversi tipi di servizio (servizio dal basso, servizio dall’alto e servizio in salto). Gli studenti sono liberi di lavorare individualmente o in gruppo per creare alcuni esercizi per allenare il servizio."
c11a1_instructions,"Welcome to challenge 11. You will assume the role of a PE teacher to develop a lesson based on a teaching pedagogical model provided. Choose the correct strategy to adopt the model and build the Physical Education Tower. Each model represents a tower floor. Be careful! If you make two mistakes, the tower floor will break, and you will have to start over. Ready?","Siamo pronti per la sfida 11. Assumerai il ruolo di insegnante di educazione fisica e dovrai creare una lezione seguendo il modello pedagogico che ti verrà fornito. Scegli la strategia giusta per applicare il modello e costruire la Torre dell’Educazione Fisica. Ogni modello rappresenta un piano della torre. Fai attenzione! Se commetti due errori, il pavimento della torre si romperà e dovrai ricominciare da capo. Iniziamo!"
c11_instruction,Select the correct answer,Seleziona la risposta corretta
c11_floor0_model,Teaching Games for Understanding model,Modello d’insegnamento: insegnare i giochi per comprendere
c11_floor0_environment,School gymnasium,Palestra della scuola
c11_floor0_statement,"The model emphasizes the importance of gameplay and understanding. It promotes a student-centred environment, encouraging learners to explore and understand the game rules, tactics, and strategies, which, in turn, leads to a deeper appreciation and enjoyment of the game.","Il modello sottolinea l'importanza del gioco e della comprensione. Promuove un ambiente incentrato sullo studente, incoraggiando l'esplorazione e la comprensione delle regole, delle tattiche e delle strategie di gioco, elementi che favoriscono un maggiore apprezzamento e divertimento."
c11_floor0_step1_instruction,"Children are scattered around the gym. A hula hoop is placed next to each child with a cone in the centre. The players must knock over the cone of other players with a ball or defend when it is attacked. Once everyone has attacked or defended, the second step begins.","I bambini sono sparsi per la palestra. Accanto a ogni bambino è posizionato un cerchio con un cono al centro. I giocatori devono far cadere il cono degli avversari lanciando una palla o difendersi quando vengono attaccati. Una volta che tutti hanno attaccato o difeso, inizia la seconda fase."
c11_floor0_step1_correct,Proceed,Avanti
c11_floor0_step2_correct,"Once a cone is knocked over, the child moves it and the hula hoop to another part of the gym and continues to play. Step 2 lasts 10 minutes.",Il bambino il cui cono è stato fatto cadere sposta l’attrezzatura in un'altra zona della palestra e continuare a giocare. La fase 2 dura 10 minuti.
c11_floor0_step2_wrong,The child that knocks over the cone of an opponent gets 1 point. The first to get 5 points wins the game.,Il bambino che fa cadere il cono di un avversario ottiene 1 punto. Il primo che ottiene 5 punti vince la partita.
c11_floor0_step3_correct,"The player that knocks over the cone of another child, forms a team with them.",Il giocatore che fa cadere il cono di un altro bambino forma una squadra con lui.
c11_floor0_step3_wrong,"When a childâ€™s cone is knocked over, the child is eliminated by the game. The last one left on the field wins.","Quando il cono di un bambino cade, quest'ultimo viene eliminato dal gioco. Vince l'ultimo giocatore che rimane in campo."
c11_floor0_step4_correct,"With the help of questions, comments, and game modifications from the teacher, students begin to work through the principles of play and identify key tactics and strategies that can lead to success in the game.","Con l'aiuto di domande, commenti e modifiche al gioco da parte dell'insegnante, gli studenti iniziano a comprendere i principi del gioco e a identificare le tattiche e le strategie chiave che possono portare alla vittoria."
,,
c11_floor0_step4_wrong,"In order to improve knowledge of the key tactics and strategies to be used in the game, the teacher modifies the match rules by assigning specific tasks and providing strategies that can lead to winning the match.","Per migliorare la conoscenza delle tattiche e delle strategie chiave da utilizzare in gioco, l'insegnante modifica le regole della partita assegnando compiti specifici e fornendo strategie che possono portare a vincere la partita."
c11_floor0_step5_correct,The teacher engages students in tactical talk to help them reflect on their decision made in the game to succeed in it (tactics used) (e.g. How are you succeeding in the game?).,L'insegnante coinvolge gli studenti in un dialogo sulla tattica di gioco per aiutarli a riflettere sulle decisioni prese in gioco al fine di vincere (ad esempio: Come stai avendo successo nel gioco?).
c11_floor0_step5_wrong,Children divided into two teams play a match trying to understand the principles of play and identify the key tactics and strategies that can lead to winning the match.,"I bambini, divisi in due squadre, giocano una partita cercando di capire i principi del gioco e di individuare le tattiche e le strategie chiave che possono portare a vincere la partita."
c11_floor0_step6_correct,The teacher modifies the game to emphasize the skills that students have identified as essential for success.,L'insegnante modifica il gioco per enfatizzare le capacità che gli studenti hanno identificato come essenziali per la vittoria.
c11_floor0_step6_wrong,The teacher divides the students into several groups based on class size and assigns specific tasks to improve the effectiveness of the technique to be used in the match.,L'insegnante divide gli studenti in diversi gruppi in base alle dimensioni della classe e assegna loro compiti specifici per migliorare l'efficacia della tecnica da utilizzare in partita.
c11_floor0_step7_correct,The teacher observes the outcome of the studentsâ€™ learning through the game by paying attention not only to the efficiency of the technique but also to the appropriateness of the response throughout the gameplay.,"L'insegnante osserva i risultati dell'apprendimento degli studenti attraverso il gioco, prestando attenzione non solo all'efficacia della tecnica, ma anche alla pertinenza delle risposte durante tutta la partita."
c11_floor0_step7_wrong,The teacher observes the outcome of the studentsâ€™ learning through the game by paying attention to the efficiency of the technique and the results obtained during the match.,"L'insegnante osserva il risultato dell'apprendimento degli studenti attraverso il gioco, prestando attenzione all'efficienza della tecnica e ai risultati ottenuti in partita."
c11_floor1_model,Cooperative Learning model,Modello d’insegnamento: apprendimento cooperativo
c11_floor1_environment,School gymnasium,Palestra della scuola
c11_floor1_statement,"The model takes a distinctly social perspective on learning, where students work collaboratively towards common goals. This model emphasises the development of social skills, communication, and teamwork, as well as individual accountability. Activities are designed so that students depend on one another to succeed, promoting an inclusive and supportive learning environment.","Il modello adotta una prospettiva sociale di apprendimento, in cui gli studenti lavorano insieme per raggiungere obiettivi comuni. Questo approccio sottolinea lo sviluppo delle abilità sociali, della comunicazione e del lavoro di squadra, così come la responsabilità individuale. Le attività sono progettate in modo che gli studenti dipendano l'uno dall'altro per avere successo, favorendo un ambiente di apprendimento inclusivo e di supporto."
c11_floor1_instruction,"In this challenge, you will help children develop motor skills by designing and navigating an obstacle course. Select the correct strategy for each step to proceed to the next one. If you make two mistakes, the challenge will restart. Are you ready?","In questa sfida, aiuterai i bambini a sviluppare le capacità motorie progettando e guidandoli attraverso un percorso a ostacoli. Scegli la strategia giusta per ogni fase per passare alla successiva. Se commetti due errori, la sfida ripartirà da capo. Iniziamo!"
c11_floor1_step1_instruction,"The teacher, helped by the children, develops an obstacle course. The children have to overcome an obstacle course using their motor skills (rolling, jumping, catching, throwing, running, crawling).","L'insegnante, aiutato dai bambini, crea un percorso a ostacoli. I bambini devono superare il percorso a ostacoli utilizzando gli schemi motori di base (rotolare, saltare, afferrare, lanciare, correre, strisciare)."
c11_floor1_step1_correct,Proceed,Avanti
c11_floor1_step2_correct,"Children in pairs, one has to overcome the obstacles along the course and the other one guides with his voice the teammate.","I bambini, divisi in coppie, devono affrontare gli ostacoli lungo il percorso: uno supera gli ostacoli mentre l'altro guida il compagno parlando."
c11_floor1_step2_wrong,The teacher and students decide together which motor skill to use to overcome each obstacle. One child at a time overcomes obstacles.,L'insegnante e gli studenti decidono insieme quale schema motorio utilizzare per superare ogni ostacolo. Un bambino alla volta supera gli ostacoli.
c11_floor1_step3_correct,"Children in pairs. A child has to overcome the obstacles along the course and the other guides them. The teacher asks the teams to overcome the obstacles while avoiding using a body part of their choice (hands, legs, eyes, ...).","I bambini, divisi a coppie, devono affrontare gli ostacoli lungo il percorso. L'insegnante chiede alle squadre di superare gli ostacoli evitando di usare una parte del corpo a loro scelta (mani, gambe, occhi, ...)."
c11_floor1_step3_wrong,Children in pairs. A child has to overcome the obstacles along the course and the other guides them. The teacher asks the teams to overcome the obstacles with their eyes closed.,"I bambini, divisi a coppie, devono affrontare gli ostacoli lungo il percorso. L'insegnante chiede alle squadre di superare gli ostacoli ad occhi chiusi."
c11_floor1_step4_correct,"The children are divided into teams of four players. Before starting the course, the children decide together how to overcome each obstacle.","I bambini sono divisi in squadre da quattro giocatori. Prima di iniziare il percorso, i bambini decidono insieme come superare ogni ostacolo."
c11_floor1_step4_wrong,The children are divided into teams of four players. They must complete a relay. Each child has to overcome two obstacles to pass the baton. The first group to complete the course wins.,"I bambini vengono divisi in squadre da quattro giocatori. Devono completare una staffetta, in cui ogni bambino deve superare due ostacoli prima di passare il testimone. La squadra che termina il percorso per prima vince."
c11_floor1_step5_correct,"Children are divided into teams of three players. Two children have to hold a frisbee with a tennis ball on it. They must overcome the obstacle course without dropping the ball, while the third child guides them along the course suggesting how they can overcome the obstacles.","I bambini vengono divisi in squadre da tre giocatori. Due bambini devono tenere un frisbee con una palla da tennis sopra. Devono superare il percorso ad ostacoli senza far cadere la palla, mentre il terzo bambino li guida lungo il percorso, suggerendo come superare gli ostacoli."
c11_floor1_step5_wrong,Children are divided into teams of three players. They hold a frisbee with a tennis ball on it and must overcome the obstacle course without dropping the ball. The teacher guides them along the course suggesting how they can overcome the obstacles.,I bambini sono divisi in squadre da tre giocatori. Ogni gruppo ha in mano un frisbee con una pallina da tennis e deve superare il percorso a ostacoli senza far cadere la pallina. L'insegnante li guida lungo il percorso suggerendo loro come superare gli ostacoli.
c11_floor1_step6_correct,"During the task execution, the teacher assesses studentsâ€™ contribution to the group work and/or their performance.","Durante l'esecuzione del compito, l'insegnante valuta il contributo degli studenti al lavoro di gruppo e/o la loro performance."
c11_floor1_step6_wrong,"During the task execution, the teacher records the time taken to complete the task by each group and evaluates the students according to their performance.","Durante l'esecuzione del compito, l'insegnante cronometra il tempo impiegato da ciascun gruppo per completare il percorso e valuta gli studenti in base alle loro prestazioni."
c11_floor1_step7_correct,"When all groups have performed the exercises, the teacher asks students to reflect on what they have learnt and how they can improve their ability to work as a group, sharing their experiences with others.","Quando tutti i gruppi hanno svolto gli esercizi, l'insegnante chiede agli studenti di riflettere su ciò che hanno imparato e su come possono migliorare la loro capacità di lavorare in gruppo, condividendo le loro esperienze con gli altri."
c11_floor1_step7_wrong,"When all groups have performed the exercises, the teacher shares with them the studentsâ€™ assessment of how they overcame the obstacles and how they can improve their ability to work as a group and their motor skills.","Quando tutti i gruppi hanno svolto gli esercizi, l'insegnante condivide con loro la valutazione di ogniuno su come hanno superato gli ostacoli e su come possano migliorare la loro capacità di lavorare in gruppo e affinare i loro schemi motori."
c11_floor2_model,Sport Education model,Modello d’insegnamento: educazione allo sport
c11_floor2_environment,School gymnasium,Palestra della scuola
c11_floor2_statement,"This model is designed to replicate authentic sporting experiences, where students participate in seasons, take on roles such as players, coaches, and referees, and experience the culture of the sport.","Questo modello è progettato per riprodurre esperienze sportive autentiche, in cui gli studenti partecipano a stagioni sportive, assumono ruoli come giocatori, allenatori e arbitri e sperimentano la cultura dello sport."
c11_floor2_instruction,"In this challenge, you will help students plan and execute activities related to volleyball.","In questa sfida, aiuterai gli studenti a pianificare e svolgere attività legate alla pallavolo."
c11_floor2_step1_instruction,The teacher and students are in a school gymnasium and have to schedule activities related to the learning of volleyball. The teacher explains the sport's features and the main rules.,L'insegnante e gli studenti si trovano nella palestra di una scuola e devono programmare le attività legate all'apprendimento della pallavolo. L'insegnante spiega le caratteristiche dello sport e le regole principali.
c11_floor2_step1_correct,Proceed,Avanti
c11_floor2_step2_correct,"The teacher gives some information about the season concepts in sports competitions. The teacher also provides information on the sport-related activities usually performed during the pre-, main-, and post-season activities in volleyball.","L'insegnante fornisce alcune informazioni sul concetto di stagione sportiva. L'insegnante fornisce inoltre informazioni sulle attività sportive che di solito vengono svolte durante le attività di inizio, durante e fine stagione nella pallavolo."
c11_floor2_step2_wrong,"The teacher gives some information about the season concepts in sports competitions. Then, students are divided into groups and have to look for information on the sport-related activities usually performed during the pre-, main-, and post-season activities in volleyball.","L'insegnante fornisce alcune informazioni sul concetto di stagione sportiva. Gli studenti vengono poi divisi in gruppi e viene chiesto loro di svolgere una ricerca sulle attività che di solito vengono svolte durante le attività di inizio, durante e fine stagione nella pallavolo."
c11_floor2_step3_correct,"The students are divided into groups. The teacher provides materials and resources to each group to plan the teamwork. Each group works to develop strategies and exercises to learn the mechanics of the sport and improve volleyball-related motor skills (passing, setting, spiking, blocking, digging, and serving).","Gli studenti, divisi in gruppi, ricevono dall'insegnante materiali e strumenti per pianificare un lavoro di squadra. Ogni gruppo lavora per sviluppare strategie ed esercizi per imparare le meccaniche di gioco e migliorare le abilità motorie legate alla pallavolo (passaggio, alzata, schiacciata, muro, bagher e servizio)."
