Key,English,Ελληνικά
activity_throwing,Throwing activity,Δραστηριότητα ρίψεων
activity_throwing_option_1,"Children form a large circle in the centre of the playing area. One of them has a sound ball. All children must close their eyes, except for the child with the ball who must roll it to another one, using both hands. When all have rolled the ball, they must use another part of the body, such as the hip, knee, and elbow.","Τα παιδιά σχηματίζουν ένα μεγάλο κύκλο στο κέντρο του χώρου παιχνιδιού. Ένας από αυτούς έχει μια μπάλα με ήχο. Όλα τα παιδιά πρέπει να κλείσουν τα μάτια τους, εκτός από το παιδί με την μπάλα που πρέπει να την κυλήσει σε ένα άλλο, χρησιμοποιώντας και τα δύο χέρια. Όταν όλοι έχουν κυλήσει την μπάλα, πρέπει να χρησιμοποιήσουν ένα άλλο μέρος του σώματος, όπως το ισχίο, το γόνατο και τον αγκώνα."
activity_throwing_option_2,"Children in groups of two/three, according to the number of students in the classroom, in front of a wall. One child must throw the ball against the wall and catch it again as many times as possible in twenty seconds. Other teammates count the seconds and the correct executions of the task.","Παιδιά σε ομάδες των δύο/τριών, ανάλογα με τον αριθμό των μαθητών στην τάξη, μπροστά από έναν τοίχο. Ένα παιδί πρέπει να πετάξει την μπάλα στον τοίχο και να την πιάσει ξανά όσο το δυνατόν περισσότερες φορές σε είκοσι δευτερόλεπτα. Άλλοι συμπαίκτες μετρούν τα δευτερόλεπτα και τις σωστές εκτελέσεις της εργασίας."
activity_throwing_option_3,Children are divided into two teams. The playing area is divided into two areas. Each team built three castles with cones and placed them at the end of the playing fields. Each team has five soft balls. The children must throw the balls trying to bring down the castles of the other team.,Τα παιδιά χωρίζονται σε δύο ομάδες. Ο χώρος παιχνιδιού χωρίζεται σε δύο περιοχές. Κάθε ομάδα έχτισε τρία κάστρα με κώνους και τα τοποθέτησε στο τέλος των γηπέδων. Κάθε ομάδα έχει πέντε μαλακές μπάλες. Τα παιδιά πρέπει να πετάξουν τις μπάλες προσπαθώντας να γκρεμίσουν τα κάστρα της άλλης ομάδας.
activity_striking,Striking with the hand,Χτύπημα με το χέρι
activity_striking_option_1,"Children in groups of three/four, according to the number of students in the classroom. One balloon per group. Each group must move the balloon to the end of the playing area without holding onto it or letting it touch the ground. Each child must pass the balloon to a teammate before touching it again.","Παιδιά σε ομάδες των τριών/τεσσάρων, ανάλογα με τον αριθμό των μαθητών στην τάξη. Ένα μπαλόνι ανά ομάδα. Κάθε ομάδα πρέπει να μετακινήσει το μπαλόνι στο τέλος του χώρου παιχνιδιού χωρίς να το κρατήσει ή να το αφήσει να αγγίξει το έδαφος. Κάθε παιδί πρέπει να περάσει το μπαλόνι σε έναν συμπαίκτη πριν το αγγίξει ξανά."
activity_striking_option_2,"Children are divided into pairs. Each group has a sponge ball and a towel. The pair hold the towel between them. The children must coordinate their movement to lift the towel, throw the ball into the air and catch it again on its return.","Τα παιδιά χωρίζονται σε ζεύγη. Κάθε ομάδα έχει μια μπάλα σφουγγαριού και μια πετσέτα. Το ζευγάρι κρατά την πετσέτα ανάμεσά τους. Τα παιδιά πρέπει να συντονίσουν την κίνησή τους για να σηκώσουν την πετσέτα, να πετάξουν την μπάλα στον αέρα και να την πιάσουν ξανά κατά την επιστροφή της."
activity_striking_option_3,Children are divided into groups of four. Each group forms a circle and puts one hoop in the centre. Each child must pass a bouncy ball to the teammate by first bouncing it in the circle.,Τα παιδιά χωρίζονται σε ομάδες των τεσσάρων. Κάθε ομάδα σχηματίζει έναν κύκλο και βάζει ένα στεφάνι στο κέντρο. Κάθε παιδί πρέπει να περάσει μια μπάλα στον συμπαίκτη αναπηδώντας πρώτα στον κύκλο.
c9a1_instructions,"Welcome to Challenge 9! This challenge is based on the enabling environments (Almond and Lambden, 2016). Drag the factors influencing engagement in physical activity (in the center of the screen) to the right variable (blue circles).","Καλώς ήρθατε στην πρόκληση 9! Αυτή η πρόκληση βασίζεται στα ευνοϊκά περιβάλλοντα (Almond and Lambden, 2016). Σύρετε τους παράγοντες που επηρεάζουν τη συμμετοχή στη σωματική δραστηριότητα (στο κέντρο της οθόνης) στις σωστές μεταβλητές (μπλε κύκλοι)."
c9a1_finish_message,"Well done! For further information, read the scientific article in the news section.","Μπράβο! Για περισσότερες πληροφορίες, διαβάστε το επιστημονικό άρθρο στην ενότητα ‘νέα’."
c9a1_object_play,Object Play,Παιχνίδι αντικειμένων
c9a1_exercise_play,Exercise Play,Παιχνίδι άσκησης
c9a1_expressive_movement,Expressive Movement,Εκφραστική κίνηση
c9a1_outdoor_play,Outdoor Play,Παιχνίδι σε εξωτερικούς χώρους
c9a1_throwing,Throwing,Πέταγμα
c9a1_catching,Catching,Πιάσιμο
c9a1_striking,Striking,Χτύπημα
c9a1_rough_and_tumble,Rough and Tumble,Παιχνίδι με σωματική επαφή
c9a1_climbing,Climbing,Αναρρίχηση
c9a1_running,Running,Τρέξιμο
c9a1_chasing_games,Chasing games,Παιχνίδια κυνηγητού
c9a1_bikes_and_scooters,Bikes and scooters,Ποδήλατα και πατίνια
c9a1_pushing_and_pulling,Pushing and pulling,Σπρώξιμο και τράβηγμα
c9a1_dance,Dance,Χορός
c9a1_gymnastics,Gymnastics,Γυμναστική
c9a1_action_rhymes,Action rhymes,Ρίμες με κίνηση
c9a1_songs_and_stories,Songs and stories,Τραγούδια και ιστορίες
c9a1_natural_surroundings,Natural surroundings,Φυσικό περιβάλλον
c9a1_rocks_and_tress,Rocks and Trees,Βράχοι και δέντρα
c9a1_challenges,Challenges,Προκλήσεις
c9a2_intro_message,"You are challenged to design a comprehensive physical education curriculum, incorporating both curricular and extra-curricular activities that promote physical literacy. The challenge is to balance various elements such as inclusivity, engagement, and educational outcomes. Move each curriculum feature (shown at the bottom) to the correct or wrong box. Correct features must be moved to the 'Correct' box, and wrong features must be moved to the 'Wrong' box. Ready?","Καλείστε να σχεδιάσετε ένα ολοκληρωμένο πρόγραμμα σπουδών φυσικής αγωγής για ένα εικονικό σχολείο, ενσωματώνοντας τόσο διδακτικές όσο και εξωσχολικές δραστηριότητες που προωθούν το σωματικό γραμματισμό. Η πρόκληση είναι να εξισορροπηθούν διάφορα στοιχεία όπως η συμμετοχικότητα, η δέσμευση και τα εκπαιδευτικά αποτελέσματα. Μεταφέρετε κάθε χαρακτηριστικό του προγράμματος σπουδών (που εμφανίζεται στο κάτω μέρος) στο σωστό ή λάθος πλαίσιο. Τα σωστά χαρακτηριστικά πρέπει να μετακινηθούν στο πλαίσιο ""Σωστά"" και τα λανθασμένα χαρακτηριστικά πρέπει να μετακινηθούν στο πλαίσιο ""Λάθος"". Έτοιμοι?"
c9a2_prompt,Drag each feature to the right box.,Σύρετε κάθε στοιχείο στο σωστό πλαίσιο.
c9a2_finish_message,Well done! You have completed the ninth challenge. Press 'Finish' to get your badge!,Μπράβο! Ολοκληρώσατε την ένατη πρόκληση. Πατήστε ''Ολοκλήρωση'' για να λάβετε το παράσημό σας!
c9a2_correct,Correct,Σωστό
c9a2_wrong,Wrong,Λάθος
c9a2_activities_balanced,Activities balanced to studentsâ€™ motor skills.,Δραστηριότητες ισορροπημένες στις κινητικές δεξιότητες των μαθητών.
c9a2_pe_curriculum_guidelines,Coherence with country PE curriculum guidelines.,Συνοχή με τις κατευθυντήριες γραμμές του προγράμματος σπουδών φυσικής αγωγής της χώρας.
c9a2_music_motor_skills,Games/activities to learn and develop studentsâ€™ motor skills using music.,Παιχνίδια/δραστηριότητες για την εκμάθηση και την ανάπτυξη των κινητικών δεξιοτήτων των μαθητών με τη χρήση μουσικής.
c9a2_fitness_health_wellbeing,"Activities focused on fitness, health, and well-being.","Δραστηριότητες που επικεντρώνονται στη φυσική κατάσταση, την υγεία και την ευημερία."
c9a2_evaluate_motor_skills,Exercises to evaluate studentsâ€™ motor skills by administering specific tests.,Ασκήσεις για την αξιολόγηση των κινητικών δεξιοτήτων των μαθητών  με τη διεξαγωγή ειδικών τεστ.
c9a2_outdoor_play,Outdoor walking with breaks for playing games.,Περπάτημα σε εξωτερικούς χώρους με διαλείμματα για παιχνίδια.
c9a2_sports_oriented_motor_skills,Activities to improve studentsâ€™ motor skills oriented to sports practice.,Δραστηριότητες για τη βελτίωση των κινητικών δεξιοτήτων των μαθητών προσανατολισμένες στην αθλητική πρακτική.
c9a2_promote_self_knowledge,Activities to promote self-knowledge.,Δραστηριότητες για την προώθηση της αυτογνωσίας.
c9a2_team_spirit_socialization,Group activities to enhance team spirit and socialization.,Ομαδικές δραστηριότητες για την ενίσχυση του ομαδικού πνεύματος και της κοινωνικοποίησης.
c9a2_respect_game_rules,Activities to promote respect for the game rules and fair play.,Δραστηριότητες για την προώθηση του σεβασμού των κανόνων του παιχνιδιού και του ευ αγωνίζεσθαι.
c9a2_inclusive_games,Games or game rules that require the participation of all students.,Παιχνίδια ή κανόνες παιχνιδιού που απαιτούν τη συμμετοχή όλων των μαθητών.
c9a2_enjoyment_oriented,Enjoyment-oriented activities.,Δραστηριότητες προσανατολισμένες στην απόλαυση.
c9a2_varied_teaching_strategies,Use a wide range of teaching strategies.,Χρησιμοποιήστε ένα ευρύ φάσμα στρατηγικών διδασκαλίας.
c9a2_ego_oriented,Ego-oriented activities.,Δραστηριότητες προσανατολισμένες στο ‘εγώ’.
c9a2_one_size_fits_all,One-size-fits-all approach.,Μια προσέγγιση που ταιριάζει σε όλους.
c9a2_summary_objectives,Summary definition of objectives.,Συνοπτικός ορισμός των στόχων.
c9a2_win_at_all_costs,Activities geared towards the 'Win-at-all-costs' mentality.,Δραστηριότητες προσανατολισμένες στη νοοτροπία «Κέρδος με κάθε κόστος».
c9a2_long_queues,Games with long queues of children.,Παιχνίδια με μεγάλες ουρές παιδιών.
c9a2_gender_separated_activities,Separate activities for males and females.,Ξεχωριστές δραστηριότητες για άνδρες και γυναίκες.
c10a1_instructions,"Welcome to challenge 10. Mosston's spectrum of teaching styles is a framework that categorizes teaching styles based on the degree of decision-making authority given to the teacher and the learner. The spectrum consists of 11 teaching styles, ranging from more teacher-centred to more student-centred approaches. Read the clues and identify the related teaching style to solve the puzzle. Ready?","Καλώς ήρθατε στην πρόκληση 10. Το φάσμα των στυλ διδασκαλίας του Mosston είναι ένα πλαίσιο που κατηγοριοποιεί τα στυλ διδασκαλίας με βάση το βαθμό εξουσίας λήψης αποφάσεων που δίνεται στον δάσκαλο και τον μαθητή. Το φάσμα αποτελείται από 11 στυλ διδασκαλίας, που κυμαίνονται από πιο δασκαλοκεντρικές έως πιο μαθητοκεντρικές προσεγγίσεις. Διαβάστε τις ενδείξεις και προσδιορίστε το σχετικό στυλ διδασκαλίας για να λύσετε το παζλ. Έτοιμοι?"
c10a1_finish,Well done! You can now access the next challenge.,Μπράβο! Τώρα μπορείτε να αποκτήσετε πρόσβαση στην επόμενη πρόκληση.
enter_letter,Enter a letter,Εισαγάγετε ένα γράμμα
hint,Hint,Υπαινιγμός
hint_instruction,Click on the box to add the missing letter and complete the word,Κάντε κλικ στο πλαίσιο για να προσθέσετε το γράμμα που λείπει και να συμπληρώσετε τη λέξη.
term1,COMMAND,ΕΝΤΟΛΗ
term2,PRACTICE,ΠΡΑΚΤΙΚΗ
term3,RECIPROCAL,ΑΜΟΙΒΑΙΟΣ
term4,SELFCHECK,ΑΥΤΟΕΛΕΓΧΟΣ
term5,INCLUSION,ΕΝΤΑΞΗ
term6,GUIDED,ΚΑΘΟΔΗΓΟΥΜΕΝΗ
term7,CONVERGENT,ΣΥΓΚΛΙΝΟΥΣΑ
term8,DIVERGENT,ΑΠΟΚΛΙΝΟΥΣΑ
term9,DESIGNED,ΣΧΕΔΙΑΣΜΟΣ
term10,INITIATED,ΞΕΚΙΝΗΣΕ
term11,SELFTEACHING,ΑΥΤΟΔΙΔΑΣΚΑΛΙΑ
term1_hint,The teacher's directive control of students' learning activities.,Ο καθοδηγητικός έλεγχος των μαθησιακών δραστηριοτήτων των μαθητών από τον δάσκαλο.
term2_hint,Delegation of some decisions from the teacher to the student.,Η ανάθεση ορισμένων αποφάσεων από τον δάσκαλο στον μαθητή.
term3_hint,"Groups of students with assigned roles: practice, observe, evaluate, correct, and help.","Ομάδες μαθητών με ανατεθειμένους ρόλους: εξάσκηση, παρατήρηση, αξιολόγηση, διόρθωση και βοήθεια."
term4_hint,Self-assessment of exercise execution and results.,Αυτοαξιολόγηση της εκτέλεσης της άσκησης και των αποτελεσμάτων.
term5_hint,Working together in groups to achieve common goals.,Συνεργασία σε ομάδες για την επίτευξη κοινών στόχων.
term6_hint,The teacher leads students to independently discover solutions through questions.,Ο δάσκαλος καθοδηγεί τους μαθητές να ανακαλύψουν ανεξάρτητα τις λύσεις μέσω ερωτήσεων.
term7_hint,Students analyze and develop strategies to solve teacher-presented problems.,Οι μαθητές αναλύουν και αναπτύσσουν στρατηγικές για την επίλυση προβλημάτων που παρουσιάζει ο δάσκαλος.
term8_hint,Encourages creativity with self-created exercises.,Ενθαρρύνει τη δημιουργικότητα με ασκήσεις που δημιουργούνται από τους ίδιους τους μαθητές.
term9_hint,"A personalized program based on individual abilities, with teacher as consultant.","Εξατομικευμένο πρόγραμμα με βάση τις ατομικές ικανότητες, με τον δάσκαλο ως σύμβουλο."
term10_hint,"Student-led, from design to execution, with teacher as consultant.","Καθοδηγούμενο από τους μαθητές, από το σχεδιασμό έως την εκτέλεση, με τον εκπαιδευτικό ως σύμβουλο."
term11_hint,"Students plan, execute, and evaluate their learning.","Οι μαθητές σχεδιάζουν, εκτελούν και αξιολογούν τη μάθησή τους."
c10a2_instructions,You will assume the role of a PE teacher and have to match the lesson provided with the correct teaching style used to develop it. Ready?,Θα αναλάβετε το ρόλο ενός καθηγητή φυσικής αγωγής και θα πρέπει να αντιστοιχίσετε το μάθημα που παρέχεται με το σωστό στυλ διδασκαλίας που χρησιμοποιείται για την ανάπτυξή του. Έτοιμοι;
c10a2_finish_message,Well done! You have completed the tenth challenge. Press 'Finish' to get your badge!,Μπράβο! Ολοκληρώσατε τη δέκατη πρόκληση. Πατήστε ''Ολοκλήρωση'' για να λάβετε το παράσημό σας!
command,Command,Εντολή
guided_discovery,Guided Discovery,Καθοδηγούμενη ανακάλυψη
self_teaching,Self-Teaching,Αυτοδιδασκαλία
command_lesson_1,"The lesson aims to improve basic motor skills. Students must overcome an obstacle course using their basic motor skills (rolling, jumping, running, crawling). The teacher demonstrates how to overcome each obstacle. The students start the course at the teacher's command, imitating the teacher's movement.","Το μάθημα στοχεύει στη βελτίωση των βασικών κινητικών δεξιοτήτων. Οι μαθητές πρέπει να ξεπεράσουν μια διαδρομή με εμπόδια χρησιμοποιώντας τις βασικές κινητικές τους δεξιότητες (κύλισμα, άλμα, τρέξιμο, σύρσιμο). Ο δάσκαλος επιδεικνύει πώς να ξεπεράσουν κάθε εμπόδιο. Οι μαθητές ξεκινούν την πορεία με εντολή του δασκάλου, μιμούμενοι την κίνηση του δασκάλου."
command_lesson_2,"The lesson aims to improve balance skills. The teacher demonstrates three yoga poses at a time (Balancing Table, Dancer, and Half Moon). Students must maintain a position for 15 seconds. The students change position at the teacher's command.","Το μάθημα στοχεύει στη βελτίωση των δεξιοτήτων ισορροπίας. Ο δάσκαλος επιδεικνύει τρεις στάσεις γιόγκα κάθε φορά (τραπέζι ισορροπίας, χορεύτρια και μισό φεγγάρι). Οι μαθητές πρέπει να διατηρήσουν μια στάση για 15 δευτερόλεπτα. Οι μαθητές αλλάζουν θέση με εντολή του δασκάλου."
command_lesson_3,"The class aims to improve knowledge of one's own body. The teacher narrates a story about bears in the forest who perform different actions (eating, washing and rolling). The pupils are encouraged to impersonate the bears and perform these actions according to the teacher's instructions.","Το μάθημα στοχεύει στη βελτίωση της γνώσης του σώματος. Ο δάσκαλος αφηγείται μια ιστορία για αρκούδες στο δάσος οι οποίες εκτελούν διάφορες ενέργειες (τρώνε, πλένονται και κυλιούνται). Οι μαθητές ενθαρρύνονται να υποδυθούν τις αρκούδες και να εκτελέσουν αυτές τις ενέργειες σύμφωνα με τις οδηγίες του δασκάλου."
command_lesson_4,"The lesson aims to improve volleyball serving. The teacher demonstrates the volleyball services (basic underhand service, basic overhand serve, and jump serve). The teacher plans two exercises for each service (individual and in-pair exercises), explaining that students have to start with the basic underhand service, then the basic overhand serve, and at the end jump serve.","Το μάθημα στοχεύει στη βελτίωση του σερβίς στην πετοσφαίριση. Ο δάσκαλος επιδεικνύει τα σερβίς πετοσφαίρισης (βασικό σερβίς κάτω από το χέρι, βασικό σερβίς πάνω από το χέρι και σερβίς με άλμα). Ο δάσκαλος σχεδιάζει δύο ασκήσεις για κάθε σέρβις (ατομικές και ασκήσεις σε ζευγάρια), εξηγώντας ότι οι μαθητές πρέπει να ξεκινήσουν με το βασικό σέρβις κάτω χεριού, στη συνέχεια με το βασικό σέρβις πάνω από το χέρι και στο τέλος με το σέρβις άλματος."
discovery_lesson_1,"The lesson aims to improve basic motor skills. Students have to overcome an obstacle course using their basic motor skills (rolling, jumping, running, crawling). The teacher engages students in talk to help them reflect on which basic motor skills they can use to overcome the obstacles. The teacher also supports students' performance by asking questions to stimulate them to think about different strategies they can use to overcome the same obstacle.","Το μάθημα στοχεύει στη βελτίωση των βασικών κινητικών δεξιοτήτων. Οι μαθητές πρέπει να ξεπεράσουν μια διαδρομή με εμπόδια χρησιμοποιώντας τις βασικές κινητικές τους δεξιότητες (κύλισμα, άλμα, τρέξιμο, σύρσιμο). Ο δάσκαλος εμπλέκει τους μαθητές σε συζήτηση για να τους βοηθήσει να σκεφτούν ποιες βασικές κινητικές δεξιότητες μπορούν να χρησιμοποιήσουν για να ξεπεράσουν τα εμπόδια. Ο δάσκαλος υποστηρίζει επίσης την απόδοση των μαθητών με ερωτήσεις που τους παρακινούν να σκεφτούν διαφορετικές στρατηγικές που μπορούν να χρησιμοποιήσουν για να ξεπεράσουν το ίδιο εμπόδιο."
discovery_lesson_2,The lesson aims to improve balance skills. The teacher engages students in talk to help them reflect on the effects of yoga practice on balance. The teacher also supports students' pose development by asking questions to stimulate them to think about the level of difficulty needed to maintain a pose. Correct thinking and strategies are rewarded and reinforced.,Το μάθημα στοχεύει στη βελτίωση των δεξιοτήτων ισορροπίας. Ο δάσκαλος εμπλέκει τους μαθητές σε συζήτηση για να τους βοηθήσει να προβληματιστούν σχετικά με τις επιπτώσεις της εξάσκησης της γιόγκα στην ισορροπία. Ο δάσκαλος υποστηρίζει επίσης την ανάπτυξη των στάσεων των μαθητών κάνοντας ερωτήσεις για να τους υποκινήσει να σκεφτούν το επίπεδο δυσκολίας που απαιτείται για τη διατήρηση μιας στάσης. Οι σωστές σκέψεις και στρατηγικές επιβραβεύονται και ενισχύονται.
discovery_lesson_3,"The lesson aims to improve knowledge of one's own body. Students develop a story about bears who walk around in the forest and perform certain actions (eating, washing, rolling around). Students must impersonate the bears. The teacher asks several questions to invite students to develop their personalised bears day (from waking up to going to bed). The teacher also encourages students to think about which activities could be introduced in the story to improve knowledge of one's own body. Correct thinking and strategies are rewarded and reinforced.","Το μάθημα στοχεύει στη βελτίωση της γνώσης του σώματος. Οι μαθητές αναπτύσσουν μια ιστορία για αρκούδες που κυκλοφορούν στο δάσος και εκτελούν ορισμένες ενέργειες (τρώνε, πλένονται, κυλιούνται). Οι μαθητές πρέπει να υποδυθούν τις αρκούδες. Ο δάσκαλος θέτει διάφορες ερωτήσεις για να καλέσει τους μαθητές να αναπτύξουν την προσωπική τους μέρα με τις αρκούδες (από το ξύπνημα μέχρι τον ύπνο). Ο δάσκαλος ενθαρρύνει επίσης τους μαθητές να σκεφτούν ποιες δραστηριότητες θα μπορούσαν να εισαχθούν στην ιστορία για να βελτιώσουν τη γνώση του σώματός τους. Η σωστή σκέψη και οι στρατηγικές επιβραβεύονται και ενισχύονται."
discovery_lesson_4,"The lesson aims to improve volleyball serving. The teacher engages students in talk to help them focus on how to use the sensations related to the service execution to perform better. The teacher also encourages the students to perceive which service is most comfortable for them, and the sensations felt performing it. Based on this, they have to adapt the other services to make them more comfortable. Correct thinking and strategies are rewarded and reinforced.","Το μάθημα στοχεύει στη βελτίωση του σερβίς στην πετοσφαίριση. Ο δάσκαλος εμπλέκει τους μαθητές σε συζήτηση για να τους βοηθήσει να επικεντρωθούν στο πώς να χρησιμοποιήσουν τις αισθήσεις που σχετίζονται με την εκτέλεση του σέρβις για να αποδώσουν καλύτερα. Ο δάσκαλος ενθαρρύνει επίσης τους μαθητές να αντιληφθούν ποιο σέρβις είναι πιο άνετο γι' αυτούς και τις αισθήσεις που νιώθουν κατά την εκτέλεσή του. Με βάση αυτό, πρέπει να προσαρμόσουν τις άλλες υπηρεσίες ώστε να τις κάνουν πιο άνετες. Η σωστή σκέψη και οι στρατηγικές επιβραβεύονται και ενισχύονται."
self_teaching_lesson_1,"The lesson aims to improve basic motor skills. The teacher provides information on basic motor skills (rolling, jumping, running, crawling). Students have to develop games to improve their basic motor skills.","Το μάθημα στοχεύει στη βελτίωση των βασικών κινητικών δεξιοτήτων. Ο δάσκαλος παρέχει πληροφορίες σχετικά με τις βασικές κινητικές δεξιότητες (κύλισμα, άλμα, τρέξιμο, μπουσούλημα). Οι μαθητές πρέπει να αναπτύξουν παιχνίδια για να βελτιώσουν τις βασικές κινητικές τους δεξιότητες."
self_teaching_lesson_2,The lesson aims to improve balance skills. The teacher provides information on the effects of yoga practice on balance. Students should look for some yoga exercises to do in class with everyone.,Το μάθημα στοχεύει στη βελτίωση των δεξιοτήτων ισορροπίας. Ο δάσκαλος παρέχει πληροφορίες σχετικά με τις επιδράσεις της εξάσκησης της γιόγκα στην ισορροπία. Οι μαθητές πρέπει να αναζητήσουν κάποιες ασκήσεις γιόγκα για να τις κάνουν στην τάξη με όλους.
self_teaching_lesson_3,"The lesson aims to improve knowledge of one's own body. Students have to develop a story about bears who live in the forest and perform daily actions (eating, washing, rolling around). Students must impersonate the bears. Students have to find funny strategies to get them to perform movements that focus on the use of a specific body part. The teacher provides guidance when needed.","Το μάθημα στοχεύει στη βελτίωση της γνώσης του ίδιου του σώματος. Οι μαθητές πρέπει να αναπτύξουν μια ιστορία για αρκούδες που ζουν στο δάσος και εκτελούν καθημερινές ενέργειες (φαγητό, πλύσιμο, κύλιση). Οι μαθητές πρέπει να υποδύονται τις αρκούδες. Οι μαθητές πρέπει να βρουν αστείες στρατηγικές για να τους κάνουν να εκτελούν κινήσεις που επικεντρώνονται στη χρήση ενός συγκεκριμένου μέρους του σώματος. Ο/η εκπαιδευτικός παρέχει καθοδήγηση όταν χρειάζεται."
self_teaching_lesson_4,"The lesson aims to improve volleyball serving. The teacher provides information on the volleyball services (basic underhand service, basic overhand serve, and jump serve). Students are free to work individually or in groups. They have to develop some exercises to train the volleyball services.","Το μάθημα στοχεύει στη βελτίωση του σερβίς στην πετοσφαίριση. Ο δάσκαλος παρέχει πληροφορίες σχετικά με το σέρβις πετοσφαίρισης (βασικό σερβίς κάτω από το χέρι, βασικό σερβίς πάνω από το χέρι και σερβίς με άλμα). Οι μαθητές είναι ελεύθεροι να εργαστούν ατομικά ή σε ομάδες. Πρέπει να αναπτύξουν κάποιες ασκήσεις για να εκπαιδεύτουν στο σερβίς στην πετοσφαίριση."
c11a1_instructions,"Welcome to challenge 11. You will assume the role of a PE teacher to develop a lesson based on a teaching pedagogical model provided. Choose the correct strategy to adopt the model and build the Physical Education Tower. Each model represents a tower floor. Be careful! If you make two mistakes, the tower floor will break, and you will have to start over. Ready?","Καλώς ήρθατε στην πρόκληση 11. Θα αναλάβετε το ρόλο ενός καθηγητή φυσικής αγωγής για να αναπτύξετε ένα μάθημα βασισμένο σε ένα παρεχόμενο παιδαγωγικό μοντέλο διδασκαλίας. Επιλέξτε τη σωστή στρατηγική για να υιοθετήσετε το μοντέλο και να χτίσετε τον Πύργο Φυσικής Αγωγής. Κάθε μοντέλο αντιπροσωπεύει ένα δάπεδο πύργου. Πρόσεχετε! Εάν κάνετε δύο λάθη, το πάτωμα του πύργου θα σπάσει και θα πρέπει να ξεκινήσετε από την αρχή. Έτοιμοι?"
c11_instruction,Select the correct answer,Επιλέξτε τη σωστή απάντηση
c11_floor0_model,Teaching Games for Understanding model,Διδακτικά παιχνίδια για την κατανόηση του μοντέλου
c11_floor0_environment,School gymnasium,Γυμναστήριο σχολείου
c11_floor0_statement,"The model emphasizes the importance of gameplay and understanding. It promotes a student-centred environment, encouraging learners to explore and understand the game rules, tactics, and strategies, which, in turn, leads to a deeper appreciation and enjoyment of the game.","Το μοντέλο τονίζει τη σημασία του παιχνιδιού και της κατανόησης. Προωθεί ένα μαθητοκεντρικό περιβάλλον, ενθαρρύνοντας τους μαθητές να εξερευνήσουν και να κατανοήσουν τους κανόνες, τις τακτικές και τις στρατηγικές του παιχνιδιού, γεγονός που, με τη σειρά του, οδηγεί σε βαθύτερη εκτίμηση και απόλαυση του παιχνιδιού."
c11_floor0_step1_instruction,"Children are scattered around the gym. A hula hoop is placed next to each child with a cone in the centre. The players must knock over the cone of other players with a ball or defend when it is attacked. Once everyone has attacked or defended, the second step begins.","Τα παιδιά είναι διάσπαρτα γύρω από το γυμναστήριο. Ένα χούλα χουπ τοποθετείται δίπλα σε κάθε παιδί με έναν κώνο στο κέντρο. Οι παίκτες πρέπει να χτυπήσουν τον κώνο άλλων παικτών με μια μπάλα ή να αμυνθούν όταν επιτίθεται. Μόλις όλοι επιτεθούν ή αμυνθούν, αρχίζει το δεύτερο βήμα."
c11_floor0_step1_correct,Proceed,Συνέχεια
c11_floor0_step2_correct,"Once a cone is knocked over, the child moves it and the hula hoop to another part of the gym and continues to play. Step 2 lasts 10 minutes.","Μόλις χτυπηθεί ένας κώνος, το παιδί τον μετακινεί μαζί με το χούλα χουπ σε άλλο μέρος του γυμναστηρίου και συνεχίζει να παίζει. Το βήμα 2 διαρκεί 10 λεπτά."
c11_floor0_step2_wrong,The child that knocks over the cone of an opponent gets 1 point. The first to get 5 points wins the game.,Το παιδί που χτυπά τον κώνο ενός αντιπάλου παίρνει 1 πόντο. Ο πρώτος που παίρνει 5 πόντους κερδίζει το παιχνίδι.
c11_floor0_step3_correct,"The player that knocks over the cone of another child, forms a team with them.","Ο παίκτης που χτυπά τον κώνο ενός άλλου παιδιού, σχηματίζει μια ομάδα μαζί τους."
c11_floor0_step3_wrong,"When a childâ€™s cone is knocked over, the child is eliminated by the game. The last one left on the field wins.","Όταν ο κώνος ενός παιδιού χτυπηθεί, το παιδί αποβάλλεται από το παιχνίδι. Ο τελευταίος που έμεινε στο γήπεδο κερδίζει."
c11_floor0_step4_correct,"With the help of questions, comments, and game modifications from the teacher, students begin to work through the principles of play and identify key tactics and strategies that can lead to success in the game.","Με τη βοήθεια ερωτήσεων, σχολίων και τροποποιήσεων παιχνιδιού από τον δάσκαλο, οι μαθητές αρχίζουν να εργάζονται μέσω των αρχών του παιχνιδιού και να εντοπίζουν βασικές τακτικές και στρατηγικές που μπορούν να οδηγήσουν στην επιτυχία στο παιχνίδι."
c11_floor0_step4_wrong,"In order to improve knowledge of the key tactics and strategies to be used in the game, the teacher modifies the match rules by assigning specific tasks and providing strategies that can lead to winning the match.","Προκειμένου να βελτιωθεί η γνώση των βασικών τακτικών και στρατηγικών που πρέπει να χρησιμοποιηθούν στο παιχνίδι, ο δάσκαλος τροποποιεί τους κανόνες του αγώνα αναθέτοντας συγκεκριμένες εργασίες και παρέχοντας στρατηγικές που μπορούν να οδηγήσουν στη νίκη του αγώνα."
c11_floor0_step5_correct,The teacher engages students in tactical talk to help them reflect on their decision made in the game to succeed in it (tactics used) (e.g. How are you succeeding in the game?).,Ο/η εκπαιδευτικός εμπλέκει τους μαθητές σε ομιλία τακτικής για να τους βοηθήσει να αναλογιστούν την απόφασή τους που πήραν στο παιχνίδι να πετύχουν σε αυτό (τακτικές που χρησιμοποιήθηκαν) (π.χ. Πώς πετυχαίνεις στο παιχνίδι;).
