Key,English,French
activity_throwing_option_3,Children are divided into two teams. The playing area is divided into two areas. Each team built three castles with cones and placed them at the end of the playing fields. Each team has five soft balls. The children must throw the balls trying to bring down the castles of the other team.,Les enfants sont divisés en deux équipes. L'aire de jeu est divisée en deux zones. Chaque équipe construit trois châteaux avec des cônes et les place au bout des terrains de jeu. Chaque équipe dispose de cinq balles souples. Les enfants doivent lancer les balles en essayant de faire tomber les châteaux de l'autre équipe.
activity_striking,Striking with the hand,Frapper avec la main
activity_striking_option_1,"Children in groups of three/four, according to the number of students in the classroom. One balloon per group. Each group must move the balloon to the end of the playing area without holding onto it or letting it touch the ground. Each child must pass the balloon to a teammate before touching it again.","Les enfants sont répartis par groupe de trois/quatre, selon le nombre d'élèves dans la classe. Un ballon par groupe. Chaque groupe doit déplacer le ballon jusqu'au bout de l'aire de jeu sans le tenir ni le laisser toucher le sol. Chaque enfant doit passer le ballon à un coéquipier avant de le toucher à nouveau."
activity_striking_option_2,"Children are divided into pairs. Each group has a sponge ball and a towel. The pair hold the towel between them. The children must coordinate their movement to lift the towel, throw the ball into the air and catch it again on its return.","Les enfants sont répartis en binômes. Chaque groupe dispose d'une balle éponge et d'une serviette. Le binôme tient la serviette entre eux. Les enfants doivent coordonner leurs mouvements pour soulever la serviette, lancer la balle en l'air et la rattraper au retour."
activity_striking_option_3,Children are divided into groups of four. Each group forms a circle and puts one hoop in the centre. Each child must pass a bouncy ball to the teammate by first bouncing it in the circle.,Les enfants sont divisés en groupes de quatre. Chaque groupe forme un cercle et place un cerceau au centre. Chaque enfant doit passer une balle rebondissante à son coéquipier en la faisant d'abord rebondir dans le cercle.
c9a1_instructions,"Welcome to Challenge 9! This challenge is based on the enabling environments (Almond and Lambden, 2016). Drag the factors influencing engagement in physical activity (in the center of the screen) to the right variables (blue circles).","Bienvenue au défi 9 ! Ce défi est basé sur les environnements favorables (Almond et Lambden, 2016). Faites glisser les facteurs influençant l'engagement dans l'activité physique (au centre de l'écran) vers les bonnes variables (cercles bleus)."
c9a1_finish_message,"Well done! For further information, read the scientific article in the news section.","Bravo ! Pour plus d'informations, lisez l'article scientifique dans la section actualités."
c9a1_object_play,Object Play,Jeu d'objets
c9a1_exercise_play,Exercise Play,Exercice Jouer
c9a1_expressive_movement,Expressive Movement,Mouvement expressif
c9a1_outdoor_play,Outdoor Play,Jeux en plein air
c9a1_throwing,Throwing,Lancement
c9a1_catching,Catching,Contagieux
c9a1_striking,Striking,Frappant
c9a1_rough_and_tumble,Rough and Tumble,Bruyant et déchaîné
c9a1_climbing,Climbing,Escalade
c9a1_running,Running,En cours d'exécution
c9a1_chasing_games,Chasing games,Jeux de poursuite
c9a1_bikes_and_scooters,Bikes and scooters,Vélos et scooters
c9a1_pushing_and_pulling,Pushing and pulling,Pousser et tirer
c9a1_dance,Dance,Danse
c9a1_gymnastics,Gymnastics,Gymnastique
c9a1_action_rhymes,Action rhymes,Rimes d'action
c9a1_songs_and_stories,Songs and stories,Chansons et histoires
c9a1_natural_surroundings,Natural surroundings,Environnement naturel
c9a1_rocks_and_tress,Rocks and Trees,Rochers et arbres
c9a1_challenges,Challenges,Défis
c9a2_intro_message,"You are challenged to design a comprehensive physical education curriculum, incorporating both curricular and extra-curricular activities that promote physical literacy. The challenge is to balance various elements such as inclusivity, engagement, and educational outcomes. Îœove each curriculum feature (shown at the bottom) to the correct or wrong box. Correct features must be moved to the 'Correct' box, and wrong features must be moved to the 'Wrong' box. Ready?","Vous êtes mis au défi de concevoir un programme d'éducation physique complet, intégrant à la fois des activités scolaires et parascolaires qui favorisent la littératie physique. Le défi consiste à équilibrer divers éléments tels que l'inclusion, l'engagement et les résultats scolaires. Déplacez chaque élément du programme (affiché en bas) vers la case correcte ou incorrecte. Les éléments corrects doivent être déplacés vers la case « Correcte » et les éléments incorrects doivent être déplacés vers la case « Incorrecte ». Prêt ?"
c9a2_prompt,Drag each feauture to the right box.,Faites glisser chaque fonctionnalité vers la case de droite.
c9a2_finish_message,Well done! You have completed the ninth challenge. Press 'Finish' to get your badge!,Bravo ! Vous avez terminé le neuvième défi. Appuyez sur « Terminer » pour obtenir votre badge !
c9a2_correct,Correct,Correct
c9a2_wrong,Wrong,Faux
c9a2_activities_balanced,Activities balanced to studentsâ€™ motor skills.,Activités adaptées aux capacités motrices des élèves.
c9a2_pe_curriculum_guidelines,Coherence with country PE curriculum guidelines.,Cohérence avec les directives du programme d’éducation physique du pays.
c9a2_music_motor_skills,Games/activities to learn and develop studentsâ€™ motor skills using music.,Jeux/activités pour apprendre et développer la motricité des élèves à l’aide de la musique.
c9a2_fitness_health_wellbeing,"Activities focused on fitness, health, and well-being.","Activités axées sur la forme physique, la santé et le bien-être."
c9a2_evaluate_motor_skills,Exercises to evaluate studentsâ€™ motor skills by administering specific tests.,Exercices pour évaluer les capacités motrices des élèves en administrant des tests spécifiques.
c9a2_outdoor_play,Outdoor walking with breaks for playing games.,Promenade en plein air avec pauses pour jouer à des jeux.
c9a2_sports_oriented_motor_skills,Activities to improve studentsâ€™ motor skills oriented to sports practice.,Activités visant à améliorer la motricité des élèves orientées vers la pratique sportive.
c9a2_promote_self_knowledge,Activities to promote self-knowledge.,Activités pour favoriser la connaissance de soi.
c9a2_team_spirit_socialization,Group activities to enhance team spirit and socialization.,Activités de groupe pour favoriser l'esprit d'équipe et la socialisation.
c9a2_respect_game_rules,Activities to promote respect for the game rules and fair play.,Activités visant à promouvoir le respect des règles du jeu et le fair-play.
c9a2_inclusive_games,Games or game rules that require the participation of all students.,Jeux ou règles de jeu qui nécessitent la participation de tous les élèves.
c9a2_enjoyment_oriented,Enjoyment-oriented activities.,Activités axées sur le plaisir.
c9a2_varied_teaching_strategies,Use a wide range of teaching strategies.,Utiliser une large gamme de stratégies d’enseignement.
c9a2_ego_oriented,Ego-oriented activities.,Activités orientées vers l’ego.
c9a2_one_size_fits_all,One-size-fits-all approach.,Une approche unique pour tous.
c9a2_summary_objectives,Summary definition of objectives.,Définition sommaire des objectifs.
c9a2_win_at_all_costs,Activities geared towards the 'Win-at-all-costs' mentality.,Activités axées sur la mentalité « Gagner à tout prix ».
c9a2_long_queues,Games with long queues of children.,Jeux avec de longues files d'enfants.
c9a2_gender_separated_activities,Separate activities for males and females.,Activités séparées pour les hommes et les femmes.
c10a1_instructions,"Welcome to challenge 10. Mosston's spectrum of teaching styles is a framework that categorizes teaching styles based on the degree of decision-making authority given to the teacher and the learner. The spectrum consists of 11 teaching styles, ranging from more teacher-centred to more student-centred approaches. Read the clues and identify the related teaching style to solve the puzzle. Ready?","Bienvenue au défi 10. Le spectre des styles d'enseignement de Mosston est un cadre qui catégorise les styles d'enseignement en fonction du degré d'autorité décisionnelle accordé à l'enseignant et à l'apprenant. Le spectre comprend 11 styles d'enseignement, allant des approches plus centrées sur l'enseignant aux approches plus centrées sur l'élève. Lisez les indices et identifiez le style d'enseignement correspondant pour résoudre l'énigme. Prêt ?"
c10a1_finish,Well done! You can now access the next challenge.,Bravo ! Vous pouvez désormais accéder au prochain défi.
enter_letter,Enter a letter,Entrez une lettre
hint,Hint,Indice
hint_instruction,Click on the box to add the missing letter and complete the word,Cliquez sur la case pour ajouter la lettre manquante et compléter le mot
term1,COMMAND,COMMANDE
term2,PRACTICE,PRATIQUE
term3,RECIPROCAL,RÉCIPROQUE
term4,SELFCHECK,AUTO-CONTRÔLE
term5,INCLUSION,INCLUSION
term6,GUIDED,GUIDÉ
term7,CONVERGENT,CONVERGENT
term8,DIVERGENT,DIVERGENT
term9,DESIGNED,CONÇU
term10,INITIATED,INITIÉ
term11,SELFTEACHING,AUTO-APPRENTISSAGE
term1_hint,The teacher's directive control of students' learning activities.,Le contrôle directif de l'enseignant sur les activités d'apprentissage des élèves.
term2_hint,Delegation of some decisions from the teacher to the student.,Délégation de certaines décisions de l'enseignant à l'élève.
term3_hint,"Groups with assigned roles: practice, observe, evaluate, correct, and help.","Groupes avec rôles assignés : pratiquer, observer, évaluer, corriger et aider."
term4_hint,Self-assessment of exercise execution and results.,Auto-évaluation de l'exécution et des résultats de l'exercice.
term5_hint,Working together in groups to achieve common goals.,Travailler ensemble en groupe pour atteindre des objectifs communs.
term6_hint,The teacher leads students to independently discover solutions through questions.,L'enseignant amène les élèves à découvrir de manière autonome des solutions à travers des questions.
term7_hint,Students analyze and develop strategies to solve teacher-presented problems.,Les élèves analysent et développent des stratégies pour résoudre les problèmes présentés par l’enseignant.
term8_hint,Encourages creativity with self-created exercises.,Encourage la créativité avec des exercices créés par soi-même.
term9_hint,"A personalized program based on individual abilities, with teacher as consultant.","Un programme personnalisé basé sur les capacités individuelles, avec l'enseignant comme consultant."
term10_hint,"Student-led, from design to execution, with teacher as consultant.","Dirigé par les étudiants, de la conception à l'exécution, avec l'enseignant comme consultant."
term11_hint,"Students plan, execute, and evaluate their learning.","Les étudiants planifient, exécutent et évaluent leur apprentissage."
c10a2_instructions,You will assume the role of a PE teacher and have to match the lesson provided with the correct teaching style used to develop it. Ready?,Vous assumerez le rôle d'un professeur d'éducation physique et devrez faire correspondre la leçon fournie avec le style d'enseignement approprié utilisé pour la développer. Prêt ?
c10a2_finish_message,Well done! You have completed the tenth challenge. Press 'Finish' to get your badge!,Bravo ! Vous avez terminé le dixième défi. Appuyez sur « Terminer » pour obtenir votre badge !
command,Command,Commande
guided_discovery,Guided Discovery,Découverte guidée
self_teaching,Self-Teaching,Auto-apprentissage
command_lesson_1,"The lesson aims to improve basic motor skills. Students must overcome an obstacle course using their basic motor skills (rolling, jumping, running, crawling). The teacher demonstrates how to overcome each obstacle. The students start the course at the teacher's command, imitating the teacher's movement.","Le cours vise à améliorer les habiletés motrices de base. Les élèves doivent franchir un parcours d'obstacles en utilisant leurs habiletés motrices de base (rouler, sauter, courir, ramper). L'enseignant montre comment surmonter chaque obstacle. Les élèves commencent le parcours sur ordre de l'enseignant, en imitant les mouvements de ce dernier."
command_lesson_2,"The lesson aims to improve balance skills. The teacher demonstrates three yoga poses at a time (Balancing Table, Dancer, and Half Moon). Students must maintain a position for 15 seconds. The students change position at the teacher's command.","La leçon vise à améliorer les compétences en matière d'équilibre. L'enseignant montre trois postures de yoga à la fois (Balancing Table, Dancer et Half Moon). Les élèves doivent maintenir une position pendant 15 secondes. Les élèves changent de position sur ordre de l'enseignant."
command_lesson_3,"The class aims to improve knowledge of one's own body. The teacher narrates a story about bears in the forest who perform different actions (eating, washing and rolling). The pupils are encouraged to impersonate the bears and perform these actions according to the teacher's instructions.","Le cours a pour but d'améliorer la connaissance de son propre corps. L'enseignant raconte une histoire sur les ours de la forêt qui exécutent différentes actions (manger, se laver et se rouler). Les élèves sont encouragés à imiter les ours et à exécuter ces actions selon les instructions de l'enseignant."
command_lesson_4,"The lesson aims to improve volleyball serving. The teacher demonstrates the volleyball services (basic underhand service, basic overhand serve, and jump serve). The teacher plans two exercises for each service (individual and in-pair exercises), explaining that students have to start with the basic underhand service, then the basic overhand serve, and at the end jump serve.","La leçon a pour but d'améliorer le service au volley-ball. L'enseignant montre les services au volley-ball (service bas de base, service haut de base et service sauté). L'enseignant prévoit deux exercices pour chaque service (exercices individuels et en binôme), expliquant que les élèves doivent commencer par le service bas de base, puis le service haut de base et à la fin le service sauté."
discovery_lesson_1,"The lesson aims to improve basic motor skills. Students have to overcome an obstacle course using their basic motor skills (rolling, jumping, running, crawling). The teacher engages students in talk to help them reflect on which basic motor skills they can use to overcome the obstacles. The teacher also supports students' performance by asking questions to stimulate them to think about different strategies they can use to overcome the same obstacle.","La leçon vise à améliorer les compétences motrices de base. Les élèves doivent franchir un parcours d'obstacles en utilisant leurs compétences motrices de base (rouler, sauter, courir, ramper). L'enseignant engage la conversation avec les élèves pour les aider à réfléchir aux compétences motrices de base qu'ils peuvent utiliser pour surmonter les obstacles. L'enseignant soutient également la performance des élèves en leur posant des questions pour les inciter à réfléchir aux différentes stratégies qu'ils peuvent utiliser pour surmonter le même obstacle."
discovery_lesson_2,The lesson aims to improve balance skills. The teacher engages students in talk to help them reflect on the effects of yoga practice on balance. The teacher also supports students' pose development by asking questions to stimulate them to think about the level of difficulty needed to maintain a pose. Correct thinking and strategies are rewarded and reinforced.,La leçon vise à améliorer les compétences en matière d'équilibre. L'enseignant engage la discussion avec les élèves pour les aider à réfléchir aux effets de la pratique du yoga sur l'équilibre. L'enseignant soutient également le développement de la posture des élèves en posant des questions pour les inciter à réfléchir au niveau de difficulté nécessaire pour maintenir une posture. La réflexion et les stratégies correctes sont récompensées et renforcées.
discovery_lesson_3,"The lesson aims to improve knowledge of one's own body. Students develop a story about bears who walk around in the forest and perform certain actions (eating, washing, rolling around). Students must impersonate the bears. The teacher asks several questions to invite students to develop their personalised bears day (from waking up to going to bed). The teacher also encourages students to think about which activities could be introduced in the story to improve knowledge of one's own body. Correct thinking and strategies are rewarded and reinforced.","La leçon a pour but d'améliorer la connaissance de son propre corps. Les élèves élaborent une histoire sur des ours qui se promènent dans la forêt et accomplissent certaines actions (manger, se laver, se rouler). Les élèves doivent incarner les ours. L'enseignant pose plusieurs questions pour inviter les élèves à élaborer leur journée personnalisée avec les ours (du réveil au coucher). L'enseignant encourage également les élèves à réfléchir aux activités qui pourraient être introduites dans l'histoire pour améliorer la connaissance de son propre corps. Les réflexions et les stratégies correctes sont récompensées et renforcées."
discovery_lesson_4,"The lesson aims to improve volleyball serving. The teacher engages students in talk to help them focus on how to use the sensations related to the service execution to perform better. The teacher also encourages the students to perceive which service is most comfortable for them, and the sensations felt performing it. Based on this, they have to adapt the other services to make them more comfortable. Correct thinking and strategies are rewarded and reinforced.","La leçon vise à améliorer le service au volley-ball. L'enseignant engage la discussion avec les élèves pour les aider à se concentrer sur la façon d'utiliser les sensations liées à l'exécution du service pour mieux performer. L'enseignant encourage également les élèves à percevoir quel service leur convient le mieux et les sensations ressenties lors de l'exécution. Sur cette base, ils doivent adapter les autres services pour les rendre plus à l'aise. La réflexion et les stratégies correctes sont récompensées et renforcées."
self_teaching_lesson_1,"The lesson aims to improve basic motor skills. The teacher provides information on basic motor skills (rolling, jumping, running, crawling). Students have to develop games to improve their basic motor skills.","La leçon a pour but d'améliorer les compétences motrices de base. L'enseignant fournit des informations sur les compétences motrices de base (rouler, sauter, courir, ramper). Les élèves doivent développer des jeux pour améliorer leurs compétences motrices de base."
self_teaching_lesson_2,The lesson aims to improve balance skills. The teacher provides information on the effects of yoga practice on balance. Students should look for some yoga exercises to do in class with everyone.,La leçon vise à améliorer les compétences en matière d'équilibre. Le professeur fournit des informations sur les effets de la pratique du yoga sur l'équilibre. Les élèves doivent rechercher des exercices de yoga à faire en classe avec tout le monde.
self_teaching_lesson_3,"The lesson aims to improve knowledge of one's own body. Students have to develop a story about bears who live in the forest and perform daily actions (eating, washing, rolling around). Students must impersonate the bears. Students have to find funny strategies to get them to perform movements that focus on the use of a specific body part. The teacher provides guidance when needed.","La leçon a pour but d'améliorer la connaissance de son propre corps. Les élèves doivent élaborer une histoire sur les ours qui vivent dans la forêt et accomplissent des actions quotidiennes (manger, se laver, se rouler). Les élèves doivent imiter les ours. Les élèves doivent trouver des stratégies amusantes pour les amener à effectuer des mouvements qui se concentrent sur l'utilisation d'une partie spécifique du corps. L'enseignant fournit des conseils lorsque nécessaire."
self_teaching_lesson_4,"The lesson aims to improve volleyball serving. The teacher provides information on the volleyball services (basic underhand service, basic overhand serve, and jump serve). Students are free to work individually or in groups. They have to develop some exercises to train the volleyball services.","Le cours a pour but d'améliorer le service au volley-ball. L'enseignant fournit des informations sur les services au volley-ball (service bas de base, service haut de base et service sauté). Les élèves sont libres de travailler individuellement ou en groupe. Ils doivent développer des exercices pour s'entraîner aux services au volley-ball."
c11a1_instructions,"Welcome to challenge 11. You will assume the role of a PE teacher to develop a lesson based on a teaching pedagogical model provided. Choose the correct strategy to adopt the model and build the Physical Education Tower. Each model represents a tower floor. Be careful! If you make two mistakes, the tower floor will break, and you will have to start over. Ready?","Bienvenue au défi 11. Vous assumerez le rôle d'un professeur d'éducation physique pour élaborer une leçon basée sur un modèle pédagogique d'enseignement fourni. Choisissez la bonne stratégie pour adopter le modèle et construire la tour d'éducation physique. Chaque modèle représente un étage de la tour. Soyez prudent ! Si vous faites deux erreurs, le sol de la tour se brisera et vous devrez recommencer. Prêt ?"
c11_instruction,Select the correct answer,Sélectionnez la bonne réponse
c11_floor0_model,Teaching Games for Understanding model,Modèle de jeux pédagogiques pour la compréhension
c11_floor0_environment,School gymnasium,Gymnase de l'école
c11_floor0_statement,"The model emphasizes the importance of gameplay and understanding. It promotes a student-centred environment, encouraging learners to explore and understand the game rules, tactics, and strategies, which, in turn, leads to a deeper appreciation and enjoyment of the game.","Le modèle met l'accent sur l'importance du gameplay et de la compréhension. Il favorise un environnement centré sur l'étudiant, encourageant les apprenants à explorer et à comprendre les règles, les tactiques et les stratégies du jeu, ce qui, à son tour, conduit à une appréciation et un plaisir plus profonds du jeu."
c11_floor0_step1_instruction,"Children are scattered around the gym. A hula hoop is placed next to each child with a cone in the centre. The players must knock over the cone of other players with a ball or defend when it is attacked. Once everyone has attacked or defended, the second step begins.","Les enfants sont répartis dans le gymnase. Un cerceau est placé à côté de chaque enfant avec un cône au centre. Les joueurs doivent renverser le cône des autres joueurs avec une balle ou se défendre lorsqu'il est attaqué. Une fois que tout le monde a attaqué ou défendu, la deuxième étape commence."
c11_floor0_step1_correct,Proceed,Procéder
c11_floor0_step2_correct,"Once a cone is knocked over, the child moves it and the hula hoop to another part of the gym and continues to play. Step 2 lasts 10 minutes.","Une fois le cône renversé, l'enfant le déplace avec le cerceau vers une autre partie du gymnase et continue à jouer. L'étape 2 dure 10 minutes."
c11_floor0_step2_wrong,The child that knocks over the cone of an opponent gets 1 point. The first to get 5 points wins the game.,L'enfant qui fait tomber le cône d'un adversaire obtient 1 point. Le premier à obtenir 5 points remporte la partie.
c11_floor0_step3_correct,"The player that knocks over the cone of another child, forms a team with them.",Le joueur qui renverse le cône d’un autre enfant forme une équipe avec lui.
c11_floor0_step3_wrong,"When a childâ€™s cone is knocked over, the child is eliminated by the game. The last one left on the field wins.","Lorsqu'un cône d'enfant est renversé, l'enfant est éliminé du jeu. Le dernier restant sur le terrain gagne."
c11_floor0_step4_correct,"With the help of questions, comments, and game modifications from the teacher, students begin to work through the principles of play and identify key tactics and strategies that can lead to success in the game.","À l’aide de questions, de commentaires et de modifications du jeu de la part de l’enseignant, les élèves commencent à travailler sur les principes du jeu et à identifier les tactiques et stratégies clés qui peuvent conduire au succès du jeu."
c11_floor0_step4_wrong,"In order to improve knowledge of the key tactics and strategies to be used in the game, the teacher modifies the match rules by assigning specific tasks and providing strategies that can lead to winning the match.","Afin d'améliorer la connaissance des tactiques et stratégies clés à utiliser dans le jeu, l'enseignant modifie les règles du match en attribuant des tâches spécifiques et en fournissant des stratégies pouvant conduire à la victoire du match."
c11_floor0_step5_correct,The teacher engages students in tactical talk to help them reflect on their decision made in the game to succeed in it (tactics used) (e.g. How are you succeeding in the game?).,"L'enseignant engage les élèves dans un dialogue tactique pour les aider à réfléchir à leur décision prise dans le jeu pour y réussir (tactiques utilisées) (par exemple, comment réussissez-vous dans le jeu ?)."
c11_floor0_step5_wrong,Children divided into two teams play a match trying to understand the principles of play and identify the key tactics and strategies that can lead to winning the match.,Les enfants divisés en deux équipes jouent un match en essayant de comprendre les principes du jeu et d'identifier les tactiques et stratégies clés qui peuvent conduire à gagner le match.
c11_floor0_step6_correct,The teacher modifies the game to emphasize the skills that students have identified as essential for success.,L’enseignant modifie le jeu pour mettre l’accent sur les compétences que les élèves ont identifiées comme essentielles à la réussite.
c11_floor0_step6_wrong,The teacher divides the students into several groups based on class size and assigns specific tasks to improve the effectiveness of the technique to be used in the match.,L'enseignant divise les élèves en plusieurs groupes en fonction de la taille de la classe et leur attribue des tâches spécifiques pour améliorer l'efficacité de la technique à utiliser lors du match.
c11_floor0_step7_correct,The teacher observes the outcome of the studentsâ€™ learning through the game by paying attention not only to the efficiency of the technique but also to the appropriateness of the response throughout the gameplay.,L'enseignant observe le résultat de l'apprentissage des élèves à travers le jeu en prêtant attention non seulement à l'efficacité de la technique mais aussi à la pertinence de la réponse tout au long du jeu.
c11_floor0_step7_wrong,The teacher observes the outcome of the studentsâ€™ learning through the game by paying attention to the efficiency of the technique and the results obtained during the match.,L'enseignant observe le résultat de l'apprentissage des élèves à travers le jeu en prêtant attention à l'efficacité de la technique et aux résultats obtenus pendant le match.
c11_floor1_model,Cooperative Learning model,Modèle d'apprentissage coopératif
c11_floor1_environment,School gymnasium,Gymnase de l'école
c11_floor1_statement,"The model takes a distinctly social perspective on learning, where students work collaboratively towards common goals. This model emphasises the development of social skills, communication, and teamwork, as well as individual accountability. Activities are designed so that students depend on one another to succeed, promoting an inclusive and supportive learning environment.","Le modèle adopte une perspective d'apprentissage résolument sociale, où les élèves travaillent en collaboration vers des objectifs communs. Ce modèle met l'accent sur le développement des compétences sociales, de la communication et du travail en équipe, ainsi que sur la responsabilité individuelle. Les activités sont conçues de manière à ce que les élèves dépendent les uns des autres pour réussir, favorisant ainsi un environnement d'apprentissage inclusif et solidaire."
c11_floor1_instruction,"In this challenge, you will help children develop motor skills by designing and navigating an obstacle course. Select the correct strategy for each step to proceed to the next one. If you make two mistakes, the challenge will restart. Are you ready?","Dans ce défi, vous aiderez les enfants à développer leurs capacités motrices en concevant et en parcourant un parcours d'obstacles. Sélectionnez la bonne stratégie pour chaque étape afin de passer à la suivante. Si vous faites deux erreurs, le défi recommencera. Êtes-vous prêt ?"
c11_floor1_step1_instruction,"The teacher, helped by the children, develops an obstacle course. The children have to overcome an obstacle course using their motor skills (rolling, jumping, catching, throwing, running, crawling).","L'enseignant, aidé des enfants, élabore un parcours d'obstacles. Les enfants doivent franchir un parcours d'obstacles en utilisant leurs capacités motrices (rouler, sauter, attraper, lancer, courir, ramper)."
c11_floor1_step1_correct,Proceed,Procéder
c11_floor1_step2_correct,"Children in pairs, one has to overcome the obstacles along the course and the other one guides with his voice the teammate.","Les enfants sont en binôme, l'un doit surmonter les obstacles présents sur le parcours et l'autre guide avec sa voix son coéquipier."
c11_floor1_step2_wrong,The teacher and students decide together which motor skill to use to overcome each obstacle. One child at a time overcomes obstacles.,L'enseignant et les élèves décident ensemble de la compétence motrice à utiliser pour surmonter chaque obstacle. Un enfant à la fois surmonte les obstacles.
c11_floor1_step3_correct,"Children in pairs. A child has to overcome the obstacles along the course and the other guides them. The teacher asks the teams to overcome the obstacles while avoiding using a body part of their choice (hands, legs, eyes, ...).","Les enfants sont en binôme. Un enfant doit franchir les obstacles qui jalonnent le parcours et l'autre le guide. L'enseignant demande aux équipes de franchir les obstacles en évitant d'utiliser une partie du corps de leur choix (mains, jambes, yeux, ...)."
c11_floor1_step3_wrong,Children in pairs. A child has to overcome the obstacles along the course and the other guides them. The teacher asks the teams to overcome the obstacles with their eyes closed,Les enfants sont en binôme. Un enfant doit franchir les obstacles qui jalonnent le parcours et l'autre le guide. L'enseignant demande aux équipes de franchir les obstacles en évitant avec les yeux fermés
c11_floor1_step4_correct,"The children are divided into teams of four players. Before starting the course, the children decide together how to overcome each obstacle.","Les enfants sont répartis en équipes de quatre joueurs. Avant de commencer le parcours, les enfants décident ensemble comment surmonter chaque obstacle."
c11_floor1_step4_wrong,The children are divided into teams of four players. They must complete a relay. Each child has to overcome two obstacles to pass the baton. The first group to complete the course wins.,Les enfants sont répartis en équipes de quatre joueurs. Ils doivent réaliser un relais. Chaque enfant doit franchir deux obstacles pour passer le témoin. Le premier groupe à terminer le parcours gagne.
c11_floor1_step5_correct,"Children are divided into teams of three players. Two children have to hold a frisbee with a tennis ball on it. They must overcome the obstacle course without dropping the ball, while the third child guides them along the course suggesting how they can overcome the obstacles.","Les enfants sont divisés en équipes de trois joueurs. Deux enfants doivent tenir un frisbee avec une balle de tennis dessus. Ils doivent franchir le parcours d'obstacles sans laisser tomber la balle, tandis que le troisième enfant les guide le long du parcours en leur suggérant comment ils peuvent surmonter les obstacles."
c11_floor1_step5_wrong,Children are divided into teams of three players. They hold a frisbee with a tennis ball on it and must overcome the obstacle course without dropping the ball. The teacher guides them along the course suggesting how they can overcome the obstacles.,Les enfants sont divisés en équipes de trois joueurs. Ils tiennent un frisbee sur lequel est posée une balle de tennis et doivent franchir le parcours d'obstacles sans laisser tomber la balle. L'enseignant les guide tout au long du parcours en leur suggérant comment surmonter les obstacles.
c11_floor1_step6_correct,"During the task execution, the teacher assesses studentsâ€™ contribution to the group work and/or their performance.","Lors de l’exécution de la tâche, l’enseignant évalue la contribution des élèves au travail de groupe et/ou leur performance."
c11_floor1_step6_wrong,"During the task execution, the teacher records the time taken to complete the task by each group and evaluates the students according to their performance.","Pendant l'exécution de la tâche, l'enseignant enregistre le temps pris pour terminer la tâche par chaque groupe et évalue les élèves en fonction de leur performance."
c11_floor1_step7_correct,"When all groups have performed the exercises, the teacher asks students to reflect on what they have learnt and how they can improve their ability to work as a group, sharing their experiences with others.","Lorsque tous les groupes ont réalisé les exercices, l’enseignant demande aux élèves de réfléchir à ce qu’ils ont appris et à la manière dont ils peuvent améliorer leur capacité à travailler en groupe, en partageant leurs expériences avec les autres."
c11_floor1_step7_wrong,"When all groups have performed the exercises, the teacher shares with them the studentsâ€™ assessment of how they overcame the obstacles and how they can improve their ability to work as a group and their motor skills.","Lorsque tous les groupes ont réalisé les exercices, l’enseignant partage avec eux l’évaluation des élèves sur la façon dont ils ont surmonté les obstacles et comment ils peuvent améliorer leur capacité à travailler en groupe et leurs habiletés motrices."
c11_floor2_model,Sport Education model,Modèle d'éducation sportive
c11_floor2_environment,School gymnasium,Gymnase de l'école
c11_floor2_statement,"This model is designed to replicate authentic sporting experiences, where students participate in seasons, take on roles such as players, coaches, and referees, and experience the culture of the sport.","Ce modèle est conçu pour reproduire des expériences sportives authentiques, où les étudiants participent à des saisons, assument des rôles tels que joueurs, entraîneurs et arbitres, et découvrent la culture du sport."
c11_floor2_instruction,"In this challenge, you will help students plan and execute activities related to volleyball.","Dans ce défi, vous aiderez les élèves à planifier et à exécuter des activités liées au volleyball."
c11_floor2_step1_instruction,The teacher and students are in a school gymnasium and have to schedule activities related to the learning of volleyball. The teacher explains the sport's features and the main rules.,L'enseignant et les élèves se trouvent dans un gymnase d'école et doivent programmer des activités liées à l'apprentissage du volley-ball. L'enseignant explique les caractéristiques du sport et les principales règles.
c11_floor2_step1_correct,Proceed,Procéder
c11_floor2_step2_correct,"The teacher gives some information about the season concepts in sports competitions. The teacher also provides information on the sport-related activities usually performed during the pre-, main-, and post-season activities in volleyball.","L'enseignant donne quelques informations sur les concepts de la saison dans les compétitions sportives. L'enseignant fournit également des informations sur les activités liées au sport généralement réalisées pendant les activités d'avant, de fin et de fin de saison en volleyball."
c11_floor2_step2_wrong,"The teacher gives some information about the season concepts in sports competitions. Then, students are divided into groups and have to look for information on the sport-related activities usually performed during the pre-, main-, and post-season activities in volleyball.","L'enseignant donne quelques informations sur les concepts de la saison dans les compétitions sportives. Ensuite, les élèves sont divisés en groupes et doivent rechercher des informations sur les activités liées au sport généralement réalisées pendant les activités d'avant, de fin et de fin de saison en volleyball."
c11_floor2_step3_correct,"The students are divided into groups. The teacher provides materials and resources to each group to plan the teamwork. Each group works to develop strategies and exercises to learn the mechanics of the sport and improve volleyball-related motor skills (passing, setting, spiking, blocking, digging, and serving).","Les élèves sont divisés en groupes. L'enseignant fournit du matériel et des ressources à chaque groupe pour planifier le travail d'équipe. Chaque groupe travaille à développer des stratégies et des exercices pour apprendre la mécanique du sport et améliorer les habiletés motrices liées au volleyball (passer, placer, frapper, bloquer, creuser et servir)."
